,MSR_Id,TimeStamp,CarFlow,LorryFlow,AnyFlow,CarSpeed,LorrySpeed,AnySpeed
45,CH:0280.02,2023-06-12T18:24:00.000000Z,,,,,,
1821,CH:0280.02,2023-06-12T18:25:00.000000Z,,,,,,
3597,CH:0280.02,2023-06-12T18:26:00.000000Z,,,,,,
5373,CH:0280.02,2023-06-12T18:27:00.000000Z,,,,,,
7149,CH:0280.02,2023-06-12T18:28:00.000000Z,,,,,,
8925,CH:0280.02,2023-06-12T18:29:00.000000Z,,,,,,
10701,CH:0280.02,2023-06-12T18:30:00.000000Z,,,,,,
12477,CH:0280.02,2023-06-12T18:31:00.000000Z,,,,,,
14253,CH:0280.02,2023-06-12T18:32:00.000000Z,,,,,,
16029,CH:0280.02,2023-06-12T18:33:00.000000Z,,,,,,
17805,CH:0280.02,2023-06-12T18:34:00.000000Z,,,,,,
19581,CH:0280.02,2023-06-12T18:35:00.000000Z,,,,,,
21357,CH:0280.02,2023-06-12T18:36:00.000000Z,,,,,,
23133,CH:0280.02,2023-06-12T18:37:00.000000Z,,,,,,
24909,CH:0280.02,2023-06-12T18:38:00.000000Z,,,,,,
26685,CH:0280.02,2023-06-12T18:39:00.000000Z,,,,,,
28461,CH:0280.02,2023-06-12T18:40:00.000000Z,,,,,,
30237,CH:0280.02,2023-06-12T18:41:00.000000Z,,,,,,
32013,CH:0280.02,2023-06-12T18:42:00.000000Z,,,,,,
33789,CH:0280.02,2023-06-12T18:43:00.000000Z,,,,,,
35565,CH:0280.02,2023-06-12T18:44:00.000000Z,,,,,,
37341,CH:0280.02,2023-06-12T18:45:00.000000Z,,,,,,
39117,CH:0280.02,2023-06-12T18:46:00.000000Z,,,,,,
40893,CH:0280.02,2023-06-12T18:47:00.000000Z,,,,,,
42669,CH:0280.02,2023-06-12T18:48:00.000000Z,,,,,,
44445,CH:0280.02,2023-06-12T18:49:00.000000Z,,,,,,
46221,CH:0280.02,2023-06-12T18:50:00.000000Z,,,,,,
47997,CH:0280.02,2023-06-12T18:51:00.000000Z,,,,,,
49773,CH:0280.02,2023-06-12T18:52:00.000000Z,,,,,,
51549,CH:0280.02,2023-06-12T18:53:00.000000Z,,,,,,
53325,CH:0280.02,2023-06-12T18:54:00.000000Z,,,,,,
55101,CH:0280.02,2023-06-12T18:55:00.000000Z,,,,,,
56877,CH:0280.02,2023-06-12T18:56:00.000000Z,,,,,,
58653,CH:0280.02,2023-06-12T18:57:00.000000Z,,,,,,
60429,CH:0280.02,2023-06-12T18:58:00.000000Z,,,,,,
62205,CH:0280.02,2023-06-12T18:59:00.000000Z,,,,,,
63981,CH:0280.02,2023-06-12T19:00:00.000000Z,,,,,,
65757,CH:0280.02,2023-06-12T19:01:00.000000Z,,,,,,
67533,CH:0280.02,2023-06-12T19:02:00.000000Z,,,,,,
69309,CH:0280.02,2023-06-12T19:03:00.000000Z,,,,,,
71085,CH:0280.02,2023-06-12T19:04:00.000000Z,,,,,,
72861,CH:0280.02,2023-06-12T19:05:00.000000Z,,,,,,
74637,CH:0280.02,2023-06-12T19:06:00.000000Z,,,,,,
76413,CH:0280.02,2023-06-12T19:07:00.000000Z,,,,,,
78189,CH:0280.02,2023-06-12T19:08:00.000000Z,,,,,,
79965,CH:0280.02,2023-06-12T19:09:00.000000Z,,,,,,
81741,CH:0280.02,2023-06-12T19:10:00.000000Z,,,,,,
83517,CH:0280.02,2023-06-12T19:11:00.000000Z,,,,,,
85293,CH:0280.02,2023-06-12T19:12:00.000000Z,,,,,,
87069,CH:0280.02,2023-06-12T19:13:00.000000Z,,,,,,
88845,CH:0280.02,2023-06-12T19:14:00.000000Z,,,,,,
90621,CH:0280.02,2023-06-12T19:15:00.000000Z,,,,,,
92397,CH:0280.02,2023-06-12T19:16:00.000000Z,,,,,,
94173,CH:0280.02,2023-06-12T19:17:00.000000Z,,,,,,
95949,CH:0280.02,2023-06-12T19:18:00.000000Z,,,,,,
97725,CH:0280.02,2023-06-12T19:19:00.000000Z,,,,,,
99498,CH:0280.02,2023-06-12T19:22:00.000000Z,,,,,,
