,MSR_Id,TimeStamp,CarFlow,LorryFlow,AnyFlow,CarSpeed,LorrySpeed,AnySpeed
658,CH:0694.01,2023-06-12T18:24:00.000000Z,660.0,0.0,0.0,86.1999969,,
2434,CH:0694.01,2023-06-12T18:25:00.000000Z,780.0,120.0,0.0,91.1999969,82.0,
4210,CH:0694.01,2023-06-12T18:26:00.000000Z,720.0,0.0,0.0,99.3000031,,
5986,CH:0694.01,2023-06-12T18:27:00.000000Z,600.0,0.0,0.0,86.0999985,,
7762,CH:0694.01,2023-06-12T18:28:00.000000Z,600.0,0.0,0.0,86.1999969,,
9538,CH:0694.01,2023-06-12T18:29:00.000000Z,780.0,60.0,0.0,91.1999969,81.0,
11314,CH:0694.01,2023-06-12T18:30:00.000000Z,540.0,0.0,0.0,96.3000031,,
13090,CH:0694.01,2023-06-12T18:31:00.000000Z,300.0,60.0,0.0,99.8000031,83.0,
14866,CH:0694.01,2023-06-12T18:32:00.000000Z,900.0,0.0,0.0,92.0999985,,
16642,CH:0694.01,2023-06-12T18:33:00.000000Z,660.0,0.0,0.0,84.5,,
18418,CH:0694.01,2023-06-12T18:34:00.000000Z,540.0,0.0,0.0,94.9000015,,
20194,CH:0694.01,2023-06-12T18:35:00.000000Z,900.0,60.0,0.0,82.6999969,85.0,
21970,CH:0694.01,2023-06-12T18:36:00.000000Z,540.0,60.0,0.0,84.5999985,83.0,
23746,CH:0694.01,2023-06-12T18:37:00.000000Z,660.0,60.0,0.0,79.0,79.0,
25522,CH:0694.01,2023-06-12T18:38:00.000000Z,300.0,0.0,0.0,91.4000015,,
27298,CH:0694.01,2023-06-12T18:39:00.000000Z,660.0,0.0,0.0,90.5,,
29074,CH:0694.01,2023-06-12T18:40:00.000000Z,660.0,0.0,0.0,85.5999985,,
30850,CH:0694.01,2023-06-12T18:41:00.000000Z,1020.0,0.0,0.0,75.0999985,,
32626,CH:0694.01,2023-06-12T18:42:00.000000Z,900.0,0.0,0.0,76.0999985,,
34402,CH:0694.01,2023-06-12T18:43:00.000000Z,780.0,60.0,0.0,78.8000031,82.0,
36178,CH:0694.01,2023-06-12T18:44:00.000000Z,480.0,0.0,0.0,80.0999985,,
37954,CH:0694.01,2023-06-12T18:45:00.000000Z,600.0,0.0,0.0,80.0,,
39730,CH:0694.01,2023-06-12T18:46:00.000000Z,900.0,0.0,0.0,77.0999985,,
41506,CH:0694.01,2023-06-12T18:47:00.000000Z,1080.0,0.0,0.0,76.5,,
43281,CH:0694.01,2023-06-12T18:48:00.000000Z,600.0,0.0,0.0,78.9000015,,
45058,CH:0694.01,2023-06-12T18:49:00.000000Z,840.0,60.0,0.0,77.9000015,77.0,
46834,CH:0694.01,2023-06-12T18:50:00.000000Z,720.0,0.0,0.0,80.0999985,,
48610,CH:0694.01,2023-06-12T18:51:00.000000Z,660.0,0.0,0.0,81.6999969,,
50386,CH:0694.01,2023-06-12T18:52:00.000000Z,840.0,0.0,0.0,82.5999985,,
52162,CH:0694.01,2023-06-12T18:53:00.000000Z,660.0,60.0,0.0,80.5,78.0,
53938,CH:0694.01,2023-06-12T18:54:00.000000Z,900.0,60.0,0.0,78.0,76.0,
55714,CH:0694.01,2023-06-12T18:55:00.000000Z,1380.0,60.0,0.0,79.0999985,80.0,
57490,CH:0694.01,2023-06-12T18:56:00.000000Z,660.0,0.0,0.0,85.1999969,,
59266,CH:0694.01,2023-06-12T18:57:00.000000Z,1140.0,0.0,0.0,79.5999985,,
61042,CH:0694.01,2023-06-12T18:58:00.000000Z,1140.0,0.0,0.0,79.8000031,,
62818,CH:0694.01,2023-06-12T18:59:00.000000Z,360.0,0.0,0.0,75.6999969,,
64594,CH:0694.01,2023-06-12T19:00:00.000000Z,720.0,0.0,0.0,80.3000031,,
66370,CH:0694.01,2023-06-12T19:01:00.000000Z,780.0,0.0,0.0,82.5,,
68146,CH:0694.01,2023-06-12T19:02:00.000000Z,660.0,0.0,0.0,78.5,,
69922,CH:0694.01,2023-06-12T19:03:00.000000Z,720.0,0.0,0.0,82.3000031,,
71698,CH:0694.01,2023-06-12T19:04:00.000000Z,540.0,0.0,0.0,79.1999969,,
73474,CH:0694.01,2023-06-12T19:05:00.000000Z,780.0,60.0,0.0,78.5,86.0,
75250,CH:0694.01,2023-06-12T19:06:00.000000Z,780.0,0.0,0.0,80.0,,
77026,CH:0694.01,2023-06-12T19:07:00.000000Z,660.0,0.0,0.0,86.0999985,,
78802,CH:0694.01,2023-06-12T19:08:00.000000Z,960.0,0.0,0.0,78.0999985,,
80578,CH:0694.01,2023-06-12T19:09:00.000000Z,960.0,0.0,0.0,78.0999985,,
82354,CH:0694.01,2023-06-12T19:10:00.000000Z,1260.0,0.0,0.0,79.5,,
84130,CH:0694.01,2023-06-12T19:11:00.000000Z,840.0,0.0,0.0,79.3000031,,
85906,CH:0694.01,2023-06-12T19:12:00.000000Z,600.0,0.0,0.0,76.5999985,,
87682,CH:0694.01,2023-06-12T19:13:00.000000Z,840.0,0.0,0.0,81.5999985,,
89458,CH:0694.01,2023-06-12T19:14:00.000000Z,300.0,60.0,0.0,76.0,72.0,
91234,CH:0694.01,2023-06-12T19:15:00.000000Z,840.0,0.0,0.0,80.9000015,,
93010,CH:0694.01,2023-06-12T19:16:00.000000Z,540.0,0.0,0.0,84.0999985,,
94786,CH:0694.01,2023-06-12T19:17:00.000000Z,600.0,0.0,0.0,79.4000015,,
96562,CH:0694.01,2023-06-12T19:18:00.000000Z,1020.0,60.0,0.0,85.4000015,82.0,
98338,CH:0694.01,2023-06-12T19:19:00.000000Z,600.0,0.0,0.0,84.5,,
101783,CH:0694.01,2023-06-12T19:23:00.000000Z,,,,,,
103559,CH:0694.01,2023-06-12T19:24:00.000000Z,,,,,,
