,MSR_Id,TimeStamp,CarFlow,LorryFlow,AnyFlow,CarSpeed,LorrySpeed,AnySpeed
23,CH:0301.08,2023-06-12T18:24:00.000000Z,60.0,0.0,0.0,77.0,,
1799,CH:0301.08,2023-06-12T18:25:00.000000Z,60.0,0.0,0.0,58.0,,
3575,CH:0301.08,2023-06-12T18:26:00.000000Z,180.0,0.0,0.0,67.0,,
5351,CH:0301.08,2023-06-12T18:27:00.000000Z,60.0,60.0,0.0,67.0,76.0,
7127,CH:0301.08,2023-06-12T18:28:00.000000Z,60.0,0.0,0.0,72.0,,
8903,CH:0301.08,2023-06-12T18:29:00.000000Z,180.0,0.0,0.0,72.6999969,,
10679,CH:0301.08,2023-06-12T18:30:00.000000Z,0.0,0.0,0.0,,,
12455,CH:0301.08,2023-06-12T18:31:00.000000Z,240.0,0.0,0.0,74.0,,
14231,CH:0301.08,2023-06-12T18:32:00.000000Z,120.0,0.0,0.0,76.5,,
16007,CH:0301.08,2023-06-12T18:33:00.000000Z,0.0,0.0,0.0,,,
17783,CH:0301.08,2023-06-12T18:34:00.000000Z,0.0,0.0,0.0,,,
19559,CH:0301.08,2023-06-12T18:35:00.000000Z,120.0,0.0,0.0,61.5,,
21335,CH:0301.08,2023-06-12T18:36:00.000000Z,60.0,0.0,0.0,76.0,,
23111,CH:0301.08,2023-06-12T18:37:00.000000Z,60.0,0.0,0.0,67.0,,
24887,CH:0301.08,2023-06-12T18:38:00.000000Z,60.0,0.0,0.0,67.0,,
26663,CH:0301.08,2023-06-12T18:39:00.000000Z,180.0,0.0,0.0,63.7000008,,
28439,CH:0301.08,2023-06-12T18:40:00.000000Z,240.0,0.0,0.0,69.8000031,,
30215,CH:0301.08,2023-06-12T18:41:00.000000Z,240.0,0.0,0.0,70.5,,
31991,CH:0301.08,2023-06-12T18:42:00.000000Z,240.0,0.0,0.0,70.3000031,,
33767,CH:0301.08,2023-06-12T18:43:00.000000Z,180.0,0.0,0.0,68.3000031,,
35543,CH:0301.08,2023-06-12T18:44:00.000000Z,120.0,0.0,0.0,78.0,,
37319,CH:0301.08,2023-06-12T18:45:00.000000Z,120.0,0.0,0.0,80.0,,
39095,CH:0301.08,2023-06-12T18:46:00.000000Z,60.0,0.0,0.0,71.0,,
40871,CH:0301.08,2023-06-12T18:47:00.000000Z,120.0,0.0,0.0,71.5,,
42647,CH:0301.08,2023-06-12T18:48:00.000000Z,120.0,0.0,0.0,71.5,,
44423,CH:0301.08,2023-06-12T18:49:00.000000Z,180.0,0.0,0.0,70.6999969,,
46199,CH:0301.08,2023-06-12T18:50:00.000000Z,120.0,0.0,0.0,62.5,,
47975,CH:0301.08,2023-06-12T18:51:00.000000Z,60.0,0.0,0.0,87.0,,
49751,CH:0301.08,2023-06-12T18:52:00.000000Z,120.0,0.0,0.0,73.0,,
51527,CH:0301.08,2023-06-12T18:53:00.000000Z,120.0,0.0,0.0,74.0,,
53303,CH:0301.08,2023-06-12T18:54:00.000000Z,180.0,0.0,0.0,72.0,,
55079,CH:0301.08,2023-06-12T18:55:00.000000Z,300.0,0.0,0.0,70.8000031,,
56855,CH:0301.08,2023-06-12T18:56:00.000000Z,60.0,0.0,0.0,68.0,,
58631,CH:0301.08,2023-06-12T18:57:00.000000Z,60.0,0.0,0.0,69.0,,
60407,CH:0301.08,2023-06-12T18:58:00.000000Z,120.0,0.0,0.0,73.5,,
62183,CH:0301.08,2023-06-12T18:59:00.000000Z,0.0,0.0,0.0,,,
63959,CH:0301.08,2023-06-12T19:00:00.000000Z,60.0,0.0,0.0,71.0,,
65735,CH:0301.08,2023-06-12T19:01:00.000000Z,120.0,0.0,0.0,64.0,,
67511,CH:0301.08,2023-06-12T19:02:00.000000Z,60.0,0.0,0.0,72.0,,
69287,CH:0301.08,2023-06-12T19:03:00.000000Z,60.0,0.0,0.0,76.0,,
71063,CH:0301.08,2023-06-12T19:04:00.000000Z,60.0,0.0,0.0,81.0,,
72839,CH:0301.08,2023-06-12T19:05:00.000000Z,120.0,0.0,0.0,67.5,,
74615,CH:0301.08,2023-06-12T19:06:00.000000Z,240.0,0.0,0.0,76.3000031,,
76391,CH:0301.08,2023-06-12T19:07:00.000000Z,180.0,0.0,0.0,70.6999969,,
78167,CH:0301.08,2023-06-12T19:08:00.000000Z,180.0,0.0,0.0,72.3000031,,
79943,CH:0301.08,2023-06-12T19:09:00.000000Z,60.0,0.0,0.0,67.0,,
81719,CH:0301.08,2023-06-12T19:10:00.000000Z,60.0,0.0,0.0,72.0,,
83495,CH:0301.08,2023-06-12T19:11:00.000000Z,300.0,0.0,0.0,70.8000031,,
85271,CH:0301.08,2023-06-12T19:12:00.000000Z,0.0,0.0,0.0,,,
87047,CH:0301.08,2023-06-12T19:13:00.000000Z,180.0,0.0,0.0,80.0,,
88823,CH:0301.08,2023-06-12T19:14:00.000000Z,180.0,0.0,0.0,68.6999969,,
90599,CH:0301.08,2023-06-12T19:15:00.000000Z,60.0,0.0,0.0,53.0,,
92375,CH:0301.08,2023-06-12T19:16:00.000000Z,120.0,0.0,0.0,67.5,,
94151,CH:0301.08,2023-06-12T19:17:00.000000Z,180.0,0.0,0.0,78.6999969,,
95927,CH:0301.08,2023-06-12T19:18:00.000000Z,120.0,0.0,0.0,71.5,,
97703,CH:0301.08,2023-06-12T19:19:00.000000Z,120.0,0.0,0.0,71.5,,
99478,CH:0301.08,2023-06-12T19:22:00.000000Z,0.0,0.0,0.0,,,
101148,CH:0301.08,2023-06-12T19:23:00.000000Z,,,,,,
102924,CH:0301.08,2023-06-12T19:24:00.000000Z,,,,,,
104700,CH:0301.08,2023-06-12T19:25:00.000000Z,,,,,,
106477,CH:0301.08,2023-06-12T19:26:00.000000Z,60.0,0.0,0.0,60.0,,
108253,CH:0301.08,2023-06-12T19:27:00.000000Z,60.0,0.0,0.0,77.0,,
110895,CH:0301.08,2023-06-12T19:31:00.000000Z,300.0,0.0,0.0,78.0,,
112407,CH:0301.08,2023-06-12T19:32:00.000000Z,0.0,0.0,0.0,,,
113919,CH:0301.08,2023-06-12T19:34:00.000000Z,60.0,0.0,0.0,81.0,,
115409,CH:0301.08,2023-06-12T19:35:00.000000Z,120.0,0.0,0.0,67.5,,
116921,CH:0301.08,2023-06-12T19:36:00.000000Z,60.0,0.0,0.0,76.0,,
118433,CH:0301.08,2023-06-12T19:37:00.000000Z,0.0,0.0,0.0,,,
119945,CH:0301.08,2023-06-12T19:38:00.000000Z,60.0,0.0,0.0,58.0,,
121457,CH:0301.08,2023-06-12T19:39:00.000000Z,0.0,0.0,0.0,,,
122969,CH:0301.08,2023-06-12T19:40:00.000000Z,120.0,0.0,0.0,76.0,,
124481,CH:0301.08,2023-06-12T19:41:00.000000Z,0.0,0.0,0.0,,,
125993,CH:0301.08,2023-06-12T19:42:00.000000Z,180.0,0.0,0.0,73.0,,
127505,CH:0301.08,2023-06-12T19:43:00.000000Z,60.0,0.0,0.0,62.0,,
129016,CH:0301.08,2023-06-12T19:46:00.000000Z,,,,,,
130529,CH:0301.08,2023-06-12T19:47:00.000000Z,0.0,0.0,0.0,,,
132041,CH:0301.08,2023-06-12T19:48:00.000000Z,60.0,0.0,0.0,69.0,,
133553,CH:0301.08,2023-06-12T19:49:00.000000Z,60.0,0.0,0.0,67.0,,
135065,CH:0301.08,2023-06-12T19:50:00.000000Z,0.0,0.0,0.0,,,
136577,CH:0301.08,2023-06-12T19:51:00.000000Z,180.0,0.0,0.0,72.0,,
138089,CH:0301.08,2023-06-12T19:52:00.000000Z,180.0,0.0,0.0,68.3000031,,
139601,CH:0301.08,2023-06-12T19:53:00.000000Z,180.0,0.0,0.0,69.6999969,,
141113,CH:0301.08,2023-06-12T19:54:00.000000Z,60.0,0.0,0.0,79.0,,
142625,CH:0301.08,2023-06-12T19:55:00.000000Z,60.0,0.0,0.0,73.0,,
144137,CH:0301.08,2023-06-12T19:56:00.000000Z,180.0,0.0,0.0,66.0,,
145649,CH:0301.08,2023-06-12T19:57:00.000000Z,60.0,0.0,0.0,69.0,,
147161,CH:0301.08,2023-06-12T19:58:00.000000Z,120.0,0.0,0.0,80.0,,
148673,CH:0301.08,2023-06-12T19:59:00.000000Z,60.0,0.0,0.0,69.0,,
150185,CH:0301.08,2023-06-12T20:00:00.000000Z,240.0,0.0,0.0,65.5,,
151697,CH:0301.08,2023-06-12T20:01:00.000000Z,0.0,0.0,0.0,,,
153209,CH:0301.08,2023-06-12T20:04:00.000000Z,180.0,0.0,0.0,70.6999969,,
154721,CH:0301.08,2023-06-12T20:05:00.000000Z,120.0,0.0,0.0,65.0,,
156233,CH:0301.08,2023-06-12T20:06:00.000000Z,0.0,0.0,0.0,,,
157745,CH:0301.08,2023-06-12T20:07:00.000000Z,60.0,0.0,0.0,67.0,,
159257,CH:0301.08,2023-06-12T20:08:00.000000Z,0.0,0.0,0.0,,,
160769,CH:0301.08,2023-06-12T20:09:00.000000Z,60.0,0.0,0.0,74.0,,
162286,CH:0301.08,2023-06-12T20:15:00.000000Z,180.0,0.0,0.0,69.3000031,,
164062,CH:0301.08,2023-06-12T20:16:00.000000Z,0.0,0.0,0.0,,,
165838,CH:0301.08,2023-06-12T20:17:00.000000Z,0.0,0.0,0.0,,,
167614,CH:0301.08,2023-06-12T20:18:00.000000Z,0.0,0.0,0.0,,,
